NU_ANO,CO_IES,CO_CATEGAD,CO_ORGACAD,CO_GRUPO,CO_CURSO,CO_MODALIDADE,CO_MUNIC_CURSO,CO_UF_CURSO,CO_REGIAO_CURSO,NU_IDADE,ANO_FIM_EM,ANO_IN_GRAD,CO_TURNO_GRADUACAO,NT_GER,NT_FG,NT_CE,QE_I01,QE_I02,QE_I03,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I16,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I23,QE_I24,QE_I25,QE_I26,QE_I27,QE_I28,QE_I29,QE_I30,QE_I31,QE_I32,QE_I33,QE_I34,QE_I35,QE_I36,QE_I37,QE_I38,QE_I39,QE_I40,QE_I41,QE_I42,QE_I43,QE_I44,QE_I45,QE_I46,QE_I47,QE_I48,QE_I49,QE_I50,QE_I51,QE_I52,QE_I53,QE_I54,QE_I55,QE_I56,QE_I57,QE_I58,QE_I59,QE_I60,QE_I61,QE_I62,QE_I63,QE_I64,QE_I65,QE_I66,QE_I67,QE_I68,QE_I69,QE_I70,QE_I71,QE_I72,QE_I73,QE_I74,QE_I75,QE_I76,QE_I77,QE_I78,QE_I79,QE_I80,QE_I81,NOME_CURSO,Código Mantenedora,CNPJ,Natureza Jurídica,Instituição(IES),Sigla,Endereço,Município,UF,Organização Acadêmica,Categoria,Categoria Administrativa,IGC,Ano IGC
2017,2564,1,10028,2402,13405,1,2503704,25,2,22,2012,2014,1,58.3,59.6,57.9,A,D,A,E,F,B,E,C,B,C,A,A,C,A,A,25,B,A,B,C,A,E,D,D,E,C,5,5,5,6,6,6,6,6,6,5,5,4,4,3,5,6,5,5,3,6,5,4,6,6,6,2,2,3,4,5,5,5,4,6,3,3,1,2,1,6,6,2,A,I,H,C,A,B,C,B,A,B,B,B,C,História (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,2402,13405,1,2503704,25,2,21,2013,2014,1,41.1,56.7,35.9,A,D,A,B,B,B,E,A,A,A,A,E,A,A,E,25,A,A,B,C,B,C,D,E,E,A,5,6,4,6,6,6,6,5,6,4,4,4,4,4,6,5,6,6,4,4,4,4,5,5,7,5,1,3,5,5,6,5,5,4,2,2,2,4,4,5,4,4,A,A,I,I,A,A,C,A,A,B,B,B,B,História (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,2402,13405,1,2503704,25,2,33,2003,2014,1,42.5,65.4,34.9,B,D,A,A,B,C,B,A,B,A,A,A,A,A,A,25,A,A,B,C,B,B,C,E,H,A,5,5,3,4,5,4,5,5,4,4,4,5,5,5,6,6,5,5,5,4,4,4,4,4,7,1,1,4,5,5,5,4,4,5,5,5,5,4,3,5,5,4,A,C,I,I,A,C,B,C,A,B,C,B,A,História (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,2402,13405,1,2503704,25,2,22,2013,2014,1,61.2,58.9,61.9,A,F,A,A,B,B,D,A,B,A,A,C,C,A,A,25,A,E,D,H,B,C,E,E,H,A,5,6,6,1,5,6,6,6,5,6,1,5,6,5,6,5,6,5,6,4,2,2,6,4,8,2,1,4,3,5,5,5,6,5,1,1,3,5,1,4,4,1,A,J,I,I,A,B,C,C,A,B,C,A,D,História (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,2402,13405,1,2503704,25,2,23,2011,2014,1,35,43.5,32.1,A,C,A,A,B,B,C,A,B,A,A,A,D,A,C,23,A,A,B,K,B,C,E,E,H,E,4,3,4,4,5,4,5,5,5,5,4,4,4,3,3,3,4,4,2,3,4,3,4,4,7,7,7,1,3,3,4,7,4,4,1,3,2,3,1,3,5,2,A,J,I,I,A,A,B,C,A,B,B,C,C,História (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,2402,13405,1,2503704,25,2,23,2012,2014,1,52.9,73.6,46,B,D,A,B,C,C,B,A,A,A,H,F,F,A,A,25,D,A,B,I,A,E,E,E,E,F,6,6,6,6,6,5,6,6,6,6,5,6,5,5,6,6,6,6,5,6,6,5,6,6,6,6,1,6,6,6,6,6,6,6,1,1,1,6,6,6,6,6,A,A,H,C,E,B,C,D,A,A,A,A,A,História (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,2402,13405,1,2503704,25,2,29,2006,2012,1,24.2,25.5,23.8,A,D,A,C,B,B,D,A,B,A,A,A,A,A,A,25,A,A,B,C,B,B,B,E,E,C,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,A,A,I,I,A,A,B,E,A,B,B,A,A,História (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,2402,13405,1,2503704,25,2,23,2012,2014,1,40.3,53.4,35.9,A,A,A,B,D,B,C,C,B,A,A,B,A,A,D,25,A,A,A,A,A,C,D,A,A,A,6,5,5,5,6,5,5,5,4,5,6,5,6,5,6,5,6,6,6,6,6,5,5,6,6,7,7,7,5,6,6,5,4,5,2,5,3,4,4,6,6,3,A,A,I,I,A,B,C,B,A,B,B,A,B,História (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,2402,13405,1,2503704,25,2,27,2009,2014,1,39.8,50.7,36.1,A,D,A,B,C,E,D,A,C,A,A,F,F,A,D,29,A,A,A,B,B,D,D,E,H,A,7,7,5,5,5,4,5,7,5,5,3,4,4,3,5,6,6,7,6,3,4,7,5,4,7,8,8,4,5,4,5,5,6,5,7,5,5,4,8,5,8,5,A,J,I,I,A,A,C,A,A,C,C,B,A,História (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,2402,13405,1,2503704,25,2,28,2008,2014,1,47.3,59.4,43.2,A,D,A,B,B,B,G,B,B,A,A,A,A,A,A,25,A,A,B,C,B,B,C,E,E,A,6,6,6,5,6,5,6,6,6,5,6,6,6,5,6,6,6,6,5,7,5,7,5,6,5,7,7,7,5,6,6,6,6,6,5,7,7,5,7,6,5,5,A,C,I,I,A,C,F,D,A,B,B,A,A,História (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,2402,13405,1,2503704,25,2,23,2012,2013,4,59.9,55.3,61.4,A,A,A,A,B,E,B,B,B,A,A,D,B,A,D,25,A,A,B,C,B,E,E,E,E,A,6,5,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,7,1,1,4,6,6,6,5,6,6,5,6,5,5,3,6,6,6,A,A,I,I,A,A,C,B,A,B,B,A,A,História (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,2402,13405,1,2503704,25,2,33,2004,2011,4,41,46.5,39.2,B,D,A,A,B,C,B,B,C,E,A,A,F,A,D,25,A,A,A,B,B,B,B,E,H,A,3,5,6,4,4,3,6,6,6,5,3,3,4,4,3,4,6,2,2,2,3,3,3,5,3,1,1,1,4,3,6,6,4,4,4,3,3,6,6,4,4,4,A,C,A,A,A,B,D,B,A,B,C,B,C,História (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,2402,13405,1,2503704,25,2,22,2012,2013,4,53.2,59.6,51.1,A,A,A,B,B,B,F,B,B,C,A,A,C,A,A,25,A,A,B,F,A,C,C,D,A,F,6,5,5,5,4,4,6,5,6,6,5,5,6,5,6,6,6,6,4,3,4,4,6,5,6,3,1,4,6,6,6,5,5,4,3,4,4,3,2,4,5,4,B,E,B,C,A,B,D,D,C,B,B,A,A,História (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,2402,13405,1,2503704,25,2,27,2008,2013,4,65.1,49,70.5,A,F,A,B,B,D,A,B,C,E,A,A,A,A,A,25,A,A,B,G,A,C,B,E,E,F,5,5,5,6,6,4,5,5,5,6,5,5,5,5,6,5,4,4,6,5,5,5,5,6,8,7,1,5,5,4,5,5,5,5,4,4,4,5,5,5,5,4,A,A,I,I,A,A,C,A,A,B,B,A,A,História (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,2402,13405,1,2503704,25,2,24,2011,2012,4,38.7,45.1,36.6,A,A,A,A,B,B,C,A,A,A,A,F,F,A,A,25,A,A,B,C,B,D,B,E,E,F,6,6,5,6,6,5,6,4,5,5,5,5,6,5,5,6,5,5,5,7,3,3,5,6,5,7,7,3,6,5,6,6,5,6,4,5,5,5,6,5,5,5,A,A,B,B,A,B,B,E,A,C,B,B,B,História (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,2402,13405,1,2503704,25,2,22,2012,2013,4,30.7,44.1,26.2,A,A,A,B,B,B,F,B,B,A,A,A,D,A,A,25,A,A,B,F,A,A,B,E,A,A,4,5,5,4,4,3,5,5,6,4,4,4,5,4,3,5,6,5,3,2,2,3,4,4,3,2,1,1,5,4,6,5,5,4,1,2,4,3,3,3,4,4,B,E,B,F,A,B,D,D,E,C,C,B,A,História (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,2402,13405,1,2503704,25,2,22,2012,2013,4,58,49.2,60.9,C,A,B,B,C,A,A,A,A,A,A,A,B,A,A,26,B,A,B,A,B,E,C,E,E,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,7,7,5,6,6,6,6,6,6,5,6,6,6,5,6,6,6,A,B,I,I,A,A,C,C,B,A,A,A,A,História (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,2402,13405,1,2503704,25,2,29,2006,2013,4,54.5,46.7,57.1,A,A,A,A,B,B,E,B,B,A,A,A,A,A,A,25,A,A,A,C,B,B,D,E,H,A,5,5,4,4,5,5,4,4,4,3,3,3,4,3,5,3,4,4,3,2,3,7,4,5,5,1,1,2,4,4,5,5,5,5,4,6,3,3,1,4,4,5,B,J,I,I,A,C,F,C,E,B,B,B,A,História (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,2402,13405,1,2503704,25,2,29,2010,2012,4,33.8,44.9,30.1,A,D,A,A,B,D,A,A,C,E,A,A,F,A,A,25,A,A,B,C,B,D,C,B,E,A,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,6,6,6,6,6,6,6,1,6,1,3,6,6,6,6,B,C,I,I,A,B,D,D,A,A,A,A,B,História (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,2402,13405,1,2503704,25,2,22,2012,2013,4,62.7,30,73.6,A,D,A,C,D,E,E,A,C,A,A,A,B,A,B,25,A,B,B,G,B,D,E,E,H,A,6,6,6,6,6,4,6,6,6,6,4,6,6,4,6,6,6,6,4,4,3,3,6,6,6,1,1,4,5,5,6,6,3,5,3,3,3,5,5,6,4,6,A,A,I,I,A,A,C,A,A,A,B,A,A,História (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,2402,13405,1,2503704,25,2,21,2013,2014,1,44.6,52.7,41.9,A,D,A,D,D,B,F,A,A,A,A,F,F,A,A,23,A,A,B,C,A,C,C,E,E,A,6,6,6,6,6,5,6,6,5,5,2,5,6,3,6,6,2,2,5,3,3,5,6,6,6,1,1,6,6,5,6,6,6,6,1,8,8,5,6,6,6,6,A,C,H,C,A,A,C,A,A,B,B,B,A,História (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,2402,13405,1,2503704,25,2,25,2010,2013,4,42.7,61.1,36.6,B,D,A,B,B,C,C,A,A,A,A,A,C,A,A,23,A,A,D,G,B,E,C,E,E,A,6,5,6,6,6,5,6,6,6,5,6,5,5,4,5,5,6,5,5,4,5,5,5,6,8,5,5,6,5,6,5,6,5,5,5,5,5,4,5,6,6,5,A,A,I,I,A,A,C,B,A,A,A,B,B,História (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,2402,13405,1,2503704,25,2,25,2012,2013,4,45.6,53.8,42.9,A,D,A,B,B,B,D,B,B,A,A,A,A,A,D,25,A,A,B,C,B,B,C,E,A,E,4,4,5,5,5,5,5,5,4,4,5,4,4,4,6,6,6,6,5,4,5,5,6,5,4,1,1,4,5,4,5,5,5,5,4,4,4,4,4,6,5,4,A,C,I,I,A,A,C,B,A,B,C,A,A,História (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,2402,13405,1,2503704,25,2,21,2012,2013,4,37.5,52.3,32.6,A,D,A,B,B,B,E,A,E,E,A,A,A,A,E,25,A,A,B,A,B,B,B,E,A,A,6,4,5,6,6,6,6,6,6,6,6,6,6,5,6,6,4,4,5,5,5,5,6,6,6,1,1,4,5,5,5,6,5,5,3,5,5,4,4,6,6,6,A,G,I,I,A,B,B,E,A,B,A,A,A,História (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
